"","X.score.....applicants.score.applicants.score...100...applicants.score...","X.income.after.30.years.....applicants.income.applicants.score..."
"1",50.0685852229258,9586.1239326437
"2",66.3936405577389,9031.9855318205
"3",68.1438853381191,9884.17919341565
"4",57.7359162517496,10147.138806318
"5",39.925822937061,6885.22576672628
"6",63.8579729052536,9156.3808241747
"7",47.2898192363505,9376.02142370258
"8",49.1731669375285,8136.5093952608
"9",47.9235392404832,9702.41732767778
"10",9.36351289140151,6961.45826203696
"11",22.9909078175495,6709.80335190805
"12",82.2607906793973,12116.5246936779
"13",56.9613376289094,7986.51441220115
"14",48.216377328743,7534.80271785759
"15",38.0511609122344,8624.66849478753
"16",37.4341189821576,9403.49257272146
"17",52.9397463799609,7147.54271058552
"18",44.9527177457193,9582.66111828143
"19",14.347422521297,7902.5104235426
"20",57.108447615578,9922.12842184091
"21",30.5282251000537,7827.44601349636
"22",47.1350228418366,7296.15418563846
"23",49.3916694286012,8685.11599108111
"24",39.3085275879441,8916.37614943122
"25",12.9411288738468,8819.32353624348
"26",29.9012370962416,7208.44732750418
"27",47.0985582681765,8666.24093447331
"28",63.7157466823903,5629.31195739727
"29",93.4884561136382,11483.4176411539
"30",57.871612627416,7658.11661781135
"31",44.104743024558,7976.98096108937
"32",99.5578932722886,12601.9094115189
"33",29.5922948640009,7658.66970420436
"34",75.8201086187445,12103.5347359855
"35",28.4595026401569,4705.70513710393
"36",24.6411284453238,6238.85279751982
"37",17.5526483443833,4478.98901494222
"38",44.9587358389763,8783.8423155914
"39",61.3879093828455,8491.69278634501
"40",44.7296549359356,10030.8894736989
"41",30.4945790991032,7763.73761936046
"42",98.0495620278485,12914.8733362489
"43",96.5416544189748,12750.3838862225
"44",10.7226776589308,7851.49644121329
"45",32.6928947082355,8090.88801143718
"46",75.9420408909255,13435.8742615668
"47",46.7593487923736,7818.00905891856
"48",57.0907960779535,9742.32307820605
"49",29.8853462763542,6156.15606245948
"50",68.5499296887991,8039.08200967487
"51",52.4023340507719,10078.5586724414
"52",35.7620202613681,10473.1613986042
"53",67.3890312518085,7321.257130574
"54",50.4479260833899,8315.32271122073
"55",56.4212310463151,10190.2173871105
"56",53.5857693049673,7111.24812794595
"57",50.8405517951971,7241.18601457238
"58",46.5876111083545,8002.65681144198
"59",39.9538216479158,8022.98373063108
"60",34.1876108932289,9145.93997043223
"61",67.8163635090905,10973.5721884646
"62",39.9923894376963,6876.8540281569
"63",60.6042936350765,8747.45890900248
"64",73.9469348440706,9324.124416193
"65",52.2068504126273,8906.93956894956
"66",42.3394547278486,8771.22335400584
"67",63.5862330899343,9062.69231656234
"68",40.3850521560972,8344.11592583503
"69",68.5051395832488,8781.46246538082
"70",68.8358731901314,9252.92719274468
"71",56.7858450702946,8430.33314360038
"72",53.7601452495142,9929.5190104876
"73",14.9848798141997,4761.5549412087
"74",64.3619029462973,9635.0874557193
"75",34.5785317094227,8471.77662552276
"76",28.4672307680251,8041.337237835
"77",43.1624890075177,7159.68251422033
"78",25.5923880595766,7393.75113331288
"79",64.7227600747265,9244.0413731133
"80",17.8222797929646,6557.01778802868
"81",19.5806602358236,5274.63127650106
"82",40.8984747832154,7207.71416826303
"83",69.110695303251,9581.78897054188
"84",56.3867635267448,9853.00579401082
"85",46.9829554302177,9173.99021530373
"86",33.8673035405314,7464.14679971004
"87",32.7812094862249,7147.69128387769
"88",29.4464934665979,7442.19986687351
"89",43.0393714187832,9656.80127518597
"90",76.4332535615662,13369.9158889599
"91",65.0768328303591,9641.48931004123
"92",41.6912300867951,9227.07730676632
"93",53.628585884955,9749.56673170718
"94",25.6984086352604,7847.71994808757
"95",42.2981655660534,10067.66181365
"96",58.900141301916,10225.9718250533
"97",49.4925030122585,7435.21381912039
"98",28.4906312883138,8103.19911126454
"99",49.6534840739699,8635.55019166242
"100",94.7145851287514,13477.4621708099
"101",61.566920191222,8838.49593121203
"102",1.73546737837255,4695.67089690398
"103",92.662034343153,12584.5254469391
"104",52.1344693960337,7877.65240385777
"105",61.0016440344247,8924.25611053469
"106",69.0387020668053,10161.395319109
"107",43.2021982949439,7025.58946575363
"108",41.9346303196679,8733.82452622179
"109",2.56927384554026,5955.31894182312
"110",33.6320744469818,7945.00669420812
"111",75.1109425543753,13076.8379354714
"112",52.5915683883575,8977.06350671491
